,e1,e2,sim
455,http://dbpedia.org/resource/Augusto_Magli,http://yago-knowledge.org/resource/Augusto_Magli,1.0
456,http://dbpedia.org/resource/Tiffany_Pisani,http://yago-knowledge.org/resource/Tiffany_Pisani,1.0
457,http://dbpedia.org/resource/Cai_Yaohui,http://yago-knowledge.org/resource/Cai_Yaohui,1.0
458,http://dbpedia.org/resource/Tomer_Hemed,http://yago-knowledge.org/resource/Tomer_Hemed,1.0
459,http://dbpedia.org/resource/Sho_Ito,http://yago-knowledge.org/resource/Sho_Ito,1.0
460,http://dbpedia.org/resource/Pedro_Kamata,http://yago-knowledge.org/resource/Pedro_Kamata,1.0
461,http://dbpedia.org/resource/Gert_Eg,http://yago-knowledge.org/resource/Gert_Eg,1.0
462,http://dbpedia.org/resource/Logan_Bailly,http://yago-knowledge.org/resource/Logan_Bailly,1.0
463,http://dbpedia.org/resource/Thomas_Kraft,http://yago-knowledge.org/resource/Thomas_Kraft,1.0
464,http://dbpedia.org/resource/Nigel_Marples,http://yago-knowledge.org/resource/Nigel_Marples,1.0
465,http://dbpedia.org/resource/Roger_Lemerre,http://yago-knowledge.org/resource/Roger_Lemerre,1.0
466,http://dbpedia.org/resource/FC_Vihren_Sandanski,http://yago-knowledge.org/resource/FC_Vihren_Sandanski,1.0
467,"http://dbpedia.org/resource/Crete,_Nebraska","http://yago-knowledge.org/resource/Crete,_Nebraska",1.0
468,http://dbpedia.org/resource/Lelystad,http://yago-knowledge.org/resource/Lelystad,1.0
469,http://dbpedia.org/resource/Maxime_Chanot,http://yago-knowledge.org/resource/Maxime_Chanot,1.0
470,http://dbpedia.org/resource/Jens_Toornstra,http://yago-knowledge.org/resource/Jens_Toornstra,1.0
471,http://dbpedia.org/resource/George_Getgood,http://yago-knowledge.org/resource/George_Getgood,1.0
472,http://dbpedia.org/resource/Soh_Chin_Aun,http://yago-knowledge.org/resource/Soh_Chin_Aun,1.0
473,http://dbpedia.org/resource/Gil_Orriols_Jansana,http://yago-knowledge.org/resource/Gil_Orriols_Jansana,1.0
474,http://dbpedia.org/resource/Urlay_Nook,http://yago-knowledge.org/resource/Urlay_Nook,1.0
475,http://dbpedia.org/resource/Tahar_El_Khalej,http://yago-knowledge.org/resource/Tahar_El_Khalej,1.0
476,http://dbpedia.org/resource/Stavros_Glouftsis,http://yago-knowledge.org/resource/Stavros_Glouftsis,1.0
477,http://dbpedia.org/resource/Adolf_Scherer,http://yago-knowledge.org/resource/Adolf_Scherer,1.0
478,http://dbpedia.org/resource/Dermot_McGrane,http://yago-knowledge.org/resource/Dermot_McGrane,1.0
479,http://dbpedia.org/resource/Jeremy_Tolleson,http://yago-knowledge.org/resource/Jeremy_Tolleson,1.0
480,http://dbpedia.org/resource/Hugo_Salcedo,http://yago-knowledge.org/resource/Hugo_Salcedo,1.0
481,http://dbpedia.org/resource/Martin_McNeil,http://yago-knowledge.org/resource/Martin_McNeil,1.0
482,http://dbpedia.org/resource/Cihan_Can,http://yago-knowledge.org/resource/Cihan_Can,1.0
483,http://dbpedia.org/resource/Jason_Griffiths,http://yago-knowledge.org/resource/Jason_Griffiths,1.0
484,http://dbpedia.org/resource/Pierre_Giorgio_Regonesi,http://yago-knowledge.org/resource/Pierre_Giorgio_Regonesi,1.0
485,http://dbpedia.org/resource/Illinois_Thunder,http://yago-knowledge.org/resource/Illinois_Thunder,1.0
486,http://dbpedia.org/resource/Rebecca_Bisland,http://yago-knowledge.org/resource/Rebecca_Bisland,1.0
487,http://dbpedia.org/resource/Henning_Munk_Jensen,http://yago-knowledge.org/resource/Henning_Munk_Jensen,1.0
488,"http://dbpedia.org/resource/Palestine,_Arkansas","http://yago-knowledge.org/resource/Palestine,_Arkansas",1.0
489,http://dbpedia.org/resource/Piotr_Giza,http://yago-knowledge.org/resource/Piotr_Giza,1.0
490,http://dbpedia.org/resource/Guglielmo_Stendardo,http://yago-knowledge.org/resource/Guglielmo_Stendardo,1.0
491,http://dbpedia.org/resource/Shawn_Sawyers,http://yago-knowledge.org/resource/Shawn_Sawyers,1.0
492,http://dbpedia.org/resource/Christos_Doukas,http://yago-knowledge.org/resource/Christos_Doukas,1.0
493,http://dbpedia.org/resource/Serrano_Football_Club,http://yago-knowledge.org/resource/Serrano_Football_Club,1.0
494,http://dbpedia.org/resource/Riga_Vanderer,http://yago-knowledge.org/resource/Riga_Vanderer,1.0
495,http://dbpedia.org/resource/Ivan_Pelizzoli,http://yago-knowledge.org/resource/Ivan_Pelizzoli,1.0
496,http://dbpedia.org/resource/Steen_Nedergaard,http://yago-knowledge.org/resource/Steen_Nedergaard,1.0
497,http://dbpedia.org/resource/Aaron_Horton,http://yago-knowledge.org/resource/Aaron_Horton,1.0
498,http://dbpedia.org/resource/Undredal,http://yago-knowledge.org/resource/Undredal,1.0
499,"http://dbpedia.org/resource/Union_Church,_Alabama","http://yago-knowledge.org/resource/Union_Church,_Alabama",1.0
500,http://dbpedia.org/resource/Kevin_Braniff,http://yago-knowledge.org/resource/Kevin_Braniff,1.0
501,http://dbpedia.org/resource/Ardian_Behari,http://yago-knowledge.org/resource/Ardian_Behari,1.0
502,http://dbpedia.org/resource/Syldavia,http://yago-knowledge.org/resource/Syldavia,1.0
503,http://dbpedia.org/resource/Axel_Smeets,http://yago-knowledge.org/resource/Axel_Smeets,1.0
504,http://dbpedia.org/resource/Panai_Kongpraphan,http://yago-knowledge.org/resource/Panai_Kongpraphan,1.0
505,http://dbpedia.org/resource/Wayne_Burnett,http://yago-knowledge.org/resource/Wayne_Burnett,1.0
506,http://dbpedia.org/resource/Richard_Ortiz,http://yago-knowledge.org/resource/Richard_Ortiz,1.0
507,http://dbpedia.org/resource/Renato_Cila,http://yago-knowledge.org/resource/Renato_Cila,1.0
508,http://dbpedia.org/resource/Hugo_Broos,http://yago-knowledge.org/resource/Hugo_Broos,1.0
509,http://dbpedia.org/resource/Baghdad_Bounedjah,http://yago-knowledge.org/resource/Baghdad_Bounedjah,1.0
510,http://dbpedia.org/resource/Kristian_Meldgaard,http://yago-knowledge.org/resource/Kristian_Meldgaard,1.0
511,http://dbpedia.org/resource/Kleber_Romero,http://yago-knowledge.org/resource/Kleber_Romero,1.0
512,http://dbpedia.org/resource/Hakim_Malek,http://yago-knowledge.org/resource/Hakim_Malek,1.0
513,http://dbpedia.org/resource/Mircea_Bolba,http://yago-knowledge.org/resource/Mircea_Bolba,1.0
514,http://dbpedia.org/resource/Nikodimos_Papavasiliou,http://yago-knowledge.org/resource/Nikodimos_Papavasiliou,1.0
515,http://dbpedia.org/resource/Denis_Troch,http://yago-knowledge.org/resource/Denis_Troch,1.0
516,http://dbpedia.org/resource/Martin_Stranzl,http://yago-knowledge.org/resource/Martin_Stranzl,1.0
517,http://dbpedia.org/resource/Georgia_Generals,http://yago-knowledge.org/resource/Georgia_Generals,1.0
518,http://dbpedia.org/resource/Samson_Godwin,http://yago-knowledge.org/resource/Samson_Godwin,1.0
519,http://dbpedia.org/resource/Marcus_Wedau,http://yago-knowledge.org/resource/Marcus_Wedau,1.0
520,http://dbpedia.org/resource/Clarke_Carlisle,http://yago-knowledge.org/resource/Clarke_Carlisle,1.0
521,http://dbpedia.org/resource/Adamo_Coulibaly,http://yago-knowledge.org/resource/Adamo_Coulibaly,1.0
522,http://dbpedia.org/resource/Pedro_Araya_Toro,http://yago-knowledge.org/resource/Pedro_Araya_Toro,1.0
523,http://dbpedia.org/resource/Yang_Pengfeng,http://yago-knowledge.org/resource/Yang_Pengfeng,1.0
524,http://dbpedia.org/resource/Arne_Erlandsen,http://yago-knowledge.org/resource/Arne_Erlandsen,1.0
525,http://dbpedia.org/resource/Dubrovnik,http://yago-knowledge.org/resource/Dubrovnik,1.0
526,http://dbpedia.org/resource/Jordan_Kirkpatrick,http://yago-knowledge.org/resource/Jordan_Kirkpatrick,1.0
527,http://dbpedia.org/resource/Josh_Rife,http://yago-knowledge.org/resource/Josh_Rife,1.0
528,http://dbpedia.org/resource/Isaac_Kissi,http://yago-knowledge.org/resource/Isaac_Kissi,1.0
529,http://dbpedia.org/resource/Piaseczno,http://yago-knowledge.org/resource/Piaseczno,1.0
530,http://dbpedia.org/resource/Euan_Holden,http://yago-knowledge.org/resource/Euan_Holden,1.0
531,http://dbpedia.org/resource/Krems_an_der_Donau,http://yago-knowledge.org/resource/Krems_an_der_Donau,1.0
532,http://dbpedia.org/resource/Johan_Vonlanthen,http://yago-knowledge.org/resource/Johan_Vonlanthen,1.0
533,http://dbpedia.org/resource/Vasilis_Vouzas,http://yago-knowledge.org/resource/Vasilis_Vouzas,1.0
534,http://dbpedia.org/resource/Octavian_Chihaia,http://yago-knowledge.org/resource/Octavian_Chihaia,1.0
535,http://dbpedia.org/resource/Ron_Jans,http://yago-knowledge.org/resource/Ron_Jans,1.0
536,http://dbpedia.org/resource/Tobias_Weis,http://yago-knowledge.org/resource/Tobias_Weis,1.0
537,http://dbpedia.org/resource/Verrastranda,http://yago-knowledge.org/resource/Verrastranda,1.0
538,http://dbpedia.org/resource/Alexandre_Licata,http://yago-knowledge.org/resource/Alexandre_Licata,1.0
539,http://dbpedia.org/resource/Tarragona,http://yago-knowledge.org/resource/Tarragona,1.0
540,http://dbpedia.org/resource/Jonathan_Blondel,http://yago-knowledge.org/resource/Jonathan_Blondel,1.0
541,http://dbpedia.org/resource/Marco_Duravia,http://yago-knowledge.org/resource/Marco_Duravia,1.0
542,http://dbpedia.org/resource/Leo_Van_der_Elst,http://yago-knowledge.org/resource/Leo_Van_der_Elst,1.0
543,http://dbpedia.org/resource/Milan_Grubanov,http://yago-knowledge.org/resource/Milan_Grubanov,1.0
544,http://dbpedia.org/resource/Jeremiah_Riggs,http://yago-knowledge.org/resource/Jeremiah_Riggs,1.0
545,http://dbpedia.org/resource/Jean_Fernandez,http://yago-knowledge.org/resource/Jean_Fernandez,1.0
546,http://dbpedia.org/resource/Patricio_Jerez,http://yago-knowledge.org/resource/Patricio_Jerez,1.0
547,http://dbpedia.org/resource/Mark-Jan_Fledderus,http://yago-knowledge.org/resource/Mark-Jan_Fledderus,1.0
548,http://dbpedia.org/resource/Benedikt_Schmid,http://yago-knowledge.org/resource/Benedikt_Schmid,1.0
549,http://dbpedia.org/resource/Alan_Trouten,http://yago-knowledge.org/resource/Alan_Trouten,1.0
550,http://dbpedia.org/resource/Club_Deportivo_Barrio_Mexico,http://yago-knowledge.org/resource/Club_Deportivo_Barrio_Mexico,1.0
551,http://dbpedia.org/resource/Serge_Aurier,http://yago-knowledge.org/resource/Serge_Aurier,1.0
552,http://dbpedia.org/resource/Kujtim_Shala,http://yago-knowledge.org/resource/Kujtim_Shala,1.0
553,http://dbpedia.org/resource/Sofian_Saidi,http://yago-knowledge.org/resource/Sofian_Saidi,1.0
554,http://dbpedia.org/resource/Juan_Redondo,http://yago-knowledge.org/resource/Juan_Redondo,1.0
555,http://dbpedia.org/resource/Bele_Barkarby_FF,http://yago-knowledge.org/resource/Bele_Barkarby_FF,1.0
556,http://dbpedia.org/resource/Marcel_Koller,http://yago-knowledge.org/resource/Marcel_Koller,1.0
557,http://dbpedia.org/resource/Nihat_Kahveci,http://yago-knowledge.org/resource/Nihat_Kahveci,1.0
558,http://dbpedia.org/resource/Paulo_Jorge_Vieira_Alves,http://yago-knowledge.org/resource/Paulo_Jorge_Vieira_Alves,1.0
559,http://dbpedia.org/resource/Faton_Toski,http://yago-knowledge.org/resource/Faton_Toski,1.0
560,http://dbpedia.org/resource/Simone_Masini,http://yago-knowledge.org/resource/Simone_Masini,1.0
561,http://dbpedia.org/resource/Roberto_Taylor,http://yago-knowledge.org/resource/Roberto_Taylor,1.0
562,http://dbpedia.org/resource/Robert_Enke,http://yago-knowledge.org/resource/Robert_Enke,1.0
563,http://dbpedia.org/resource/Andreas_Sotiriou,http://yago-knowledge.org/resource/Andreas_Sotiriou,1.0
564,http://dbpedia.org/resource/Hugo_Bagnulo,http://yago-knowledge.org/resource/Hugo_Bagnulo,1.0
565,"http://dbpedia.org/resource/Glendora,_New_Jersey","http://yago-knowledge.org/resource/Glendora,_New_Jersey",1.0
566,http://dbpedia.org/resource/Claudio_Reyna,http://yago-knowledge.org/resource/Claudio_Reyna,1.0
567,http://dbpedia.org/resource/Hantos,http://yago-knowledge.org/resource/Hantos,1.0
568,http://dbpedia.org/resource/Ryan_Coiner,http://yago-knowledge.org/resource/Ryan_Coiner,1.0
569,http://dbpedia.org/resource/Keigan_Parker,http://yago-knowledge.org/resource/Keigan_Parker,1.0
570,http://dbpedia.org/resource/Salvatore_Sirigu,http://yago-knowledge.org/resource/Salvatore_Sirigu,1.0
571,http://dbpedia.org/resource/ASIL_Lysi,http://yago-knowledge.org/resource/ASIL_Lysi,1.0
572,http://dbpedia.org/resource/Floris_Isola,http://yago-knowledge.org/resource/Floris_Isola,1.0
573,http://dbpedia.org/resource/Rodgers_Kola,http://yago-knowledge.org/resource/Rodgers_Kola,1.0
574,http://dbpedia.org/resource/Mosab_Balhous,http://yago-knowledge.org/resource/Mosab_Balhous,1.0
575,http://dbpedia.org/resource/United_States_national_futsal_team,http://yago-knowledge.org/resource/United_States_national_futsal_team,1.0
576,http://dbpedia.org/resource/Mahmoud_El-Gohary,http://yago-knowledge.org/resource/Mahmoud_El-Gohary,1.0
577,http://dbpedia.org/resource/Alberto_Bigon,http://yago-knowledge.org/resource/Alberto_Bigon,1.0
578,http://dbpedia.org/resource/Jayson_Leutwiler,http://yago-knowledge.org/resource/Jayson_Leutwiler,1.0
579,http://dbpedia.org/resource/Maseepho,http://yago-knowledge.org/resource/Maseepho,1.0
580,http://dbpedia.org/resource/Kaley_Fountain,http://yago-knowledge.org/resource/Kaley_Fountain,1.0
581,http://dbpedia.org/resource/Pascal_Bedrossian,http://yago-knowledge.org/resource/Pascal_Bedrossian,1.0
582,http://dbpedia.org/resource/Marc_Boutruche,http://yago-knowledge.org/resource/Marc_Boutruche,1.0
583,http://dbpedia.org/resource/Renato_Curi_Angolana,http://yago-knowledge.org/resource/Renato_Curi_Angolana,1.0
584,http://dbpedia.org/resource/Maciej_Rybus,http://yago-knowledge.org/resource/Maciej_Rybus,1.0
585,http://dbpedia.org/resource/Serjik_Teymourian,http://yago-knowledge.org/resource/Serjik_Teymourian,1.0
586,http://dbpedia.org/resource/Trevor_Trevisan,http://yago-knowledge.org/resource/Trevor_Trevisan,1.0
587,http://dbpedia.org/resource/Bernard_Pardo,http://yago-knowledge.org/resource/Bernard_Pardo,1.0
588,http://dbpedia.org/resource/Diego_Alberto_Torres,http://yago-knowledge.org/resource/Diego_Alberto_Torres,1.0
589,http://dbpedia.org/resource/Collins_John,http://yago-knowledge.org/resource/Collins_John,1.0
590,http://dbpedia.org/resource/Roy_McDonough,http://yago-knowledge.org/resource/Roy_McDonough,1.0
591,http://dbpedia.org/resource/Lionel_Letizi,http://yago-knowledge.org/resource/Lionel_Letizi,1.0
592,http://dbpedia.org/resource/Kovongo_Mia,http://yago-knowledge.org/resource/Kovongo_Mia,1.0
593,http://dbpedia.org/resource/Jaime_Alejandro_Bravo_Jeffery,http://yago-knowledge.org/resource/Jaime_Alejandro_Bravo_Jeffery,1.0
594,http://dbpedia.org/resource/Anastasios_Lagos,http://yago-knowledge.org/resource/Anastasios_Lagos,1.0
595,http://dbpedia.org/resource/Junior_Osborne,http://yago-knowledge.org/resource/Junior_Osborne,1.0
596,http://dbpedia.org/resource/Yangzee_FC,http://yago-knowledge.org/resource/Yangzee_FC,1.0
597,http://dbpedia.org/resource/Atsushi_Yanagisawa,http://yago-knowledge.org/resource/Atsushi_Yanagisawa,1.0
598,http://dbpedia.org/resource/Chan_Man_Fai,http://yago-knowledge.org/resource/Chan_Man_Fai,1.0
599,http://dbpedia.org/resource/Berry_Nieuwenhuys,http://yago-knowledge.org/resource/Berry_Nieuwenhuys,1.0
600,http://dbpedia.org/resource/Israel_Castro_Franco,http://yago-knowledge.org/resource/Israel_Castro_Franco,1.0
601,http://dbpedia.org/resource/Michy_Batshuayi,http://yago-knowledge.org/resource/Michy_Batshuayi,1.0
602,http://dbpedia.org/resource/Neyestaneh,http://yago-knowledge.org/resource/Neyestaneh,1.0
603,http://dbpedia.org/resource/Stefano_Garzon,http://yago-knowledge.org/resource/Stefano_Garzon,1.0
604,http://dbpedia.org/resource/Fung_Chi_Ming,http://yago-knowledge.org/resource/Fung_Chi_Ming,1.0
605,http://dbpedia.org/resource/Nemesvita,http://yago-knowledge.org/resource/Nemesvita,1.0
606,http://dbpedia.org/resource/Ivahona,http://yago-knowledge.org/resource/Ivahona,1.0
607,http://dbpedia.org/resource/Cemil_Turan,http://yago-knowledge.org/resource/Cemil_Turan,1.0
608,http://dbpedia.org/resource/Delfan_County,http://yago-knowledge.org/resource/Delfan_County,1.0
609,http://dbpedia.org/resource/Moussa_Ndao,http://yago-knowledge.org/resource/Moussa_Ndao,1.0
610,http://dbpedia.org/resource/Ralph_Gunesch,http://yago-knowledge.org/resource/Ralph_Gunesch,1.0
611,http://dbpedia.org/resource/Eric_Freire_Gomes,http://yago-knowledge.org/resource/Eric_Freire_Gomes,1.0
612,http://dbpedia.org/resource/Colin_Hall,http://yago-knowledge.org/resource/Colin_Hall,1.0
613,http://dbpedia.org/resource/Diego_Capel,http://yago-knowledge.org/resource/Diego_Capel,1.0
614,http://dbpedia.org/resource/Neil_Carroll,http://yago-knowledge.org/resource/Neil_Carroll,1.0
615,http://dbpedia.org/resource/Vedran_Runje,http://yago-knowledge.org/resource/Vedran_Runje,1.0
616,http://dbpedia.org/resource/Stan_Ackerley,http://yago-knowledge.org/resource/Stan_Ackerley,1.0
617,http://dbpedia.org/resource/Sebastian_Hofmann,http://yago-knowledge.org/resource/Sebastian_Hofmann,1.0
618,http://dbpedia.org/resource/Mario_Basler,http://yago-knowledge.org/resource/Mario_Basler,1.0
619,http://dbpedia.org/resource/Daniele_Baselli,http://yago-knowledge.org/resource/Daniele_Baselli,1.0
620,http://dbpedia.org/resource/Ried_im_Innkreis,http://yago-knowledge.org/resource/Ried_im_Innkreis,1.0
621,http://dbpedia.org/resource/Jimmy_De_Wulf,http://yago-knowledge.org/resource/Jimmy_De_Wulf,1.0
622,http://dbpedia.org/resource/Erik_Mykland,http://yago-knowledge.org/resource/Erik_Mykland,1.0
623,http://dbpedia.org/resource/Miroslav_Soukup,http://yago-knowledge.org/resource/Miroslav_Soukup,1.0
624,http://dbpedia.org/resource/Chatchai_Paholpat,http://yago-knowledge.org/resource/Chatchai_Paholpat,1.0
625,http://dbpedia.org/resource/Marco_Reus,http://yago-knowledge.org/resource/Marco_Reus,1.0
626,http://dbpedia.org/resource/Nallappan_Mohanraj,http://yago-knowledge.org/resource/Nallappan_Mohanraj,1.0
627,http://dbpedia.org/resource/Tom_Hateley,http://yago-knowledge.org/resource/Tom_Hateley,1.0
628,"http://dbpedia.org/resource/Troy,_New_Hampshire","http://yago-knowledge.org/resource/Troy,_New_Hampshire",1.0
629,http://dbpedia.org/resource/Sofian_Benzouien,http://yago-knowledge.org/resource/Sofian_Benzouien,1.0
630,http://dbpedia.org/resource/Moukaila_Goga,http://yago-knowledge.org/resource/Moukaila_Goga,1.0
631,http://dbpedia.org/resource/Gianluca_Nicco,http://yago-knowledge.org/resource/Gianluca_Nicco,1.0
632,http://dbpedia.org/resource/Willer_Souza_Oliveira,http://yago-knowledge.org/resource/Willer_Souza_Oliveira,1.0
633,http://dbpedia.org/resource/Felix_Bastians,http://yago-knowledge.org/resource/Felix_Bastians,1.0
634,http://dbpedia.org/resource/Simone_Barone,http://yago-knowledge.org/resource/Simone_Barone,1.0
635,http://dbpedia.org/resource/Jose_Parada,http://yago-knowledge.org/resource/Jose_Parada,1.0
636,http://dbpedia.org/resource/Sydenham,http://yago-knowledge.org/resource/Sydenham,1.0
637,http://dbpedia.org/resource/Marco_Pomante,http://yago-knowledge.org/resource/Marco_Pomante,1.0
638,http://dbpedia.org/resource/Yaw_Preko,http://yago-knowledge.org/resource/Yaw_Preko,1.0
639,http://dbpedia.org/resource/Shropshire_Wanderers_F.C.,http://yago-knowledge.org/resource/Shropshire_Wanderers_F.C.,1.0
640,http://dbpedia.org/resource/Chibuzor_Chilaka,http://yago-knowledge.org/resource/Chibuzor_Chilaka,1.0
641,http://dbpedia.org/resource/Golden_Gate_Gales,http://yago-knowledge.org/resource/Golden_Gate_Gales,1.0
642,http://dbpedia.org/resource/Massimo_Gobbi,http://yago-knowledge.org/resource/Massimo_Gobbi,1.0
643,http://dbpedia.org/resource/Guy-Roland_Kpene,http://yago-knowledge.org/resource/Guy-Roland_Kpene,1.0
644,"http://dbpedia.org/resource/Sand_Lake,_Michigan","http://yago-knowledge.org/resource/Sand_Lake,_Michigan",1.0
645,http://dbpedia.org/resource/Fernando_Forestieri,http://yago-knowledge.org/resource/Fernando_Forestieri,1.0
646,http://dbpedia.org/resource/Baia_Mare,http://yago-knowledge.org/resource/Baia_Mare,1.0
647,"http://dbpedia.org/resource/Hitchcock,_Oklahoma","http://yago-knowledge.org/resource/Hitchcock,_Oklahoma",1.0
648,http://dbpedia.org/resource/Esdras_Padilla,http://yago-knowledge.org/resource/Esdras_Padilla,1.0
649,http://dbpedia.org/resource/Jo_Sondre_Aas,http://yago-knowledge.org/resource/Jo_Sondre_Aas,1.0
650,http://dbpedia.org/resource/Mehmet_Durakovic,http://yago-knowledge.org/resource/Mehmet_Durakovic,1.0
651,http://dbpedia.org/resource/Philippe_Troussier,http://yago-knowledge.org/resource/Philippe_Troussier,1.0
652,http://dbpedia.org/resource/CS_Fola_Esch,http://yago-knowledge.org/resource/CS_Fola_Esch,1.0
653,http://dbpedia.org/resource/Grzegorz_Bartczak,http://yago-knowledge.org/resource/Grzegorz_Bartczak,1.0
654,http://dbpedia.org/resource/Colin_Todd,http://yago-knowledge.org/resource/Colin_Todd,1.0
655,http://dbpedia.org/resource/David_Habarugira,http://yago-knowledge.org/resource/David_Habarugira,1.0
656,http://dbpedia.org/resource/Bedugul,http://yago-knowledge.org/resource/Bedugul,1.0
657,http://dbpedia.org/resource/Madani_Camara,http://yago-knowledge.org/resource/Madani_Camara,1.0
658,http://dbpedia.org/resource/Angela_Lindvall,http://yago-knowledge.org/resource/Angela_Lindvall,1.0
659,http://dbpedia.org/resource/Salim_Tuama,http://yago-knowledge.org/resource/Salim_Tuama,1.0
660,http://dbpedia.org/resource/Emanuele_Di_Zenzo,http://yago-knowledge.org/resource/Emanuele_Di_Zenzo,1.0
661,http://dbpedia.org/resource/Francesco_Flachi,http://yago-knowledge.org/resource/Francesco_Flachi,1.0
662,"http://dbpedia.org/resource/Harris_Hill,_New_York","http://yago-knowledge.org/resource/Harris_Hill,_New_York",1.0
663,http://dbpedia.org/resource/Mati_Fusi,http://yago-knowledge.org/resource/Mati_Fusi,1.0
664,http://dbpedia.org/resource/Bordighera,http://yago-knowledge.org/resource/Bordighera,1.0
665,http://dbpedia.org/resource/Marcin_Chmiest,http://yago-knowledge.org/resource/Marcin_Chmiest,1.0
666,http://dbpedia.org/resource/Ahmad_Tousi,http://yago-knowledge.org/resource/Ahmad_Tousi,1.0
667,http://dbpedia.org/resource/Carl_Winchester,http://yago-knowledge.org/resource/Carl_Winchester,1.0
668,http://dbpedia.org/resource/Felipe_Nery_Franco,http://yago-knowledge.org/resource/Felipe_Nery_Franco,1.0
669,http://dbpedia.org/resource/Paul_Cairney,http://yago-knowledge.org/resource/Paul_Cairney,1.0
670,http://dbpedia.org/resource/Willard_Katsande,http://yago-knowledge.org/resource/Willard_Katsande,1.0
671,http://dbpedia.org/resource/Charlie_I'Anson,http://yago-knowledge.org/resource/Charlie_I'Anson,1.0
672,http://dbpedia.org/resource/Tomasz_Zahorski,http://yago-knowledge.org/resource/Tomasz_Zahorski,1.0
673,http://dbpedia.org/resource/Rahmane_Barry,http://yago-knowledge.org/resource/Rahmane_Barry,1.0
674,http://dbpedia.org/resource/Said_Bakkati,http://yago-knowledge.org/resource/Said_Bakkati,1.0
675,http://dbpedia.org/resource/Daniel_Scheinig,http://yago-knowledge.org/resource/Daniel_Scheinig,1.0
676,http://dbpedia.org/resource/Alexandru_Maxim,http://yago-knowledge.org/resource/Alexandru_Maxim,1.0
677,http://dbpedia.org/resource/Oliver_Reck,http://yago-knowledge.org/resource/Oliver_Reck,1.0
678,http://dbpedia.org/resource/Vincenzo_Italiano,http://yago-knowledge.org/resource/Vincenzo_Italiano,1.0
679,http://dbpedia.org/resource/Andrea_Barzagli,http://yago-knowledge.org/resource/Andrea_Barzagli,1.0
680,http://dbpedia.org/resource/Ryan_Kane,http://yago-knowledge.org/resource/Ryan_Kane,1.0
681,http://dbpedia.org/resource/Thomas_Kind_Bendiksen,http://yago-knowledge.org/resource/Thomas_Kind_Bendiksen,1.0
682,http://dbpedia.org/resource/Wang_Xiao,http://yago-knowledge.org/resource/Wang_Xiao,1.0
683,http://dbpedia.org/resource/Haining_City,http://yago-knowledge.org/resource/Haining_City,1.0
684,http://dbpedia.org/resource/Norfran_Lazo,http://yago-knowledge.org/resource/Norfran_Lazo,1.0
685,http://dbpedia.org/resource/Kolbor,http://yago-knowledge.org/resource/Kolbor,1.0
686,http://dbpedia.org/resource/Moscow,"http://yago-knowledge.org/resource/Moscow,_India",1.0
687,http://dbpedia.org/resource/Daniel_Semenzato,http://yago-knowledge.org/resource/Daniel_Semenzato,1.0
688,http://dbpedia.org/resource/Rebecca_Nolin,http://yago-knowledge.org/resource/Rebecca_Nolin,1.0
689,http://dbpedia.org/resource/Al-Jazeera_(Amman),http://yago-knowledge.org/resource/Al-Jazeera_(Amman),1.0
690,http://dbpedia.org/resource/Yacine_Hima,http://yago-knowledge.org/resource/Yacine_Hima,1.0
691,http://dbpedia.org/resource/Peter_Zeidler,http://yago-knowledge.org/resource/Peter_Zeidler,1.0
692,http://dbpedia.org/resource/Nancy_Sorrell,http://yago-knowledge.org/resource/Nancy_Sorrell,1.0
693,http://dbpedia.org/resource/Langtang_North,http://yago-knowledge.org/resource/Langtang_North,1.0
694,http://dbpedia.org/resource/Denizlispor,http://yago-knowledge.org/resource/Denizlispor,1.0
695,http://dbpedia.org/resource/Chaouki_Ben_Saada,http://yago-knowledge.org/resource/Chaouki_Ben_Saada,1.0
696,http://dbpedia.org/resource/Salim_Kerkar,http://yago-knowledge.org/resource/Salim_Kerkar,1.0
697,http://dbpedia.org/resource/Dietrich_Albrecht,http://yago-knowledge.org/resource/Dietrich_Albrecht,1.0
698,http://dbpedia.org/resource/David_Gormley,http://yago-knowledge.org/resource/David_Gormley,1.0
699,http://dbpedia.org/resource/Creedence_Clearwater_Couto,http://yago-knowledge.org/resource/Creedence_Clearwater_Couto,1.0
700,http://dbpedia.org/resource/Rhys_McCabe,http://yago-knowledge.org/resource/Rhys_McCabe,1.0
701,http://dbpedia.org/resource/Youssef_Mokhtari,http://yago-knowledge.org/resource/Youssef_Mokhtari,1.0
702,http://dbpedia.org/resource/Nedelcho_Matushev,http://yago-knowledge.org/resource/Nedelcho_Matushev,1.0
703,http://dbpedia.org/resource/Craig_McPherson,http://yago-knowledge.org/resource/Craig_McPherson,1.0
704,http://dbpedia.org/resource/Santa_Ana_College,http://yago-knowledge.org/resource/Santa_Ana_College,1.0
705,http://dbpedia.org/resource/Avery_John,http://yago-knowledge.org/resource/Avery_John,1.0
706,http://dbpedia.org/resource/John_Philliben,http://yago-knowledge.org/resource/John_Philliben,1.0
707,http://dbpedia.org/resource/Southfleet,http://yago-knowledge.org/resource/Southfleet,1.0
708,http://dbpedia.org/resource/Dan_Stebbins,http://yago-knowledge.org/resource/Dan_Stebbins,1.0
709,http://dbpedia.org/resource/Juan_Carlos_Carone,http://yago-knowledge.org/resource/Juan_Carlos_Carone,1.0
